"myframe","Est","Sample","p5","p10","p15","p20","p25","p30","p40","p50","distribution","model","Diam_distribution","dist_name","tree_count"
"myframe_S",1,"n80",0.7967,0.9893,0.9994,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",80
"myframe_S",1,"n130",0.9131,0.9993,1,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",130
"myframe_S",1,"n215",0.9692,1,1,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",215
"myframe_S",1,"n360",0.9939,1,1,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",360
"myframe_S",1,"n600",0.9998,1,1,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",600
"myframe_S",1,"n1000",0.9999,1,1,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",1000
"myframe_S",2,"n10",0.3353,0.6161,0.808,0.9212,0.9749,0.9938,0.9998,1,"Parabolic","Model 1","Uni","Parabolic",10
"myframe_S",2,"n15",0.461,0.7917,0.9437,0.989,0.9987,0.9999,1,1,"Parabolic","Model 1","Uni","Parabolic",15
"myframe_S",2,"n30",0.5962,0.9036,0.986,0.999,0.9999,1,1,1,"Parabolic","Model 1","Uni","Parabolic",30
"myframe_S",2,"n45",0.7318,0.9729,0.9987,0.9999,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",45
"myframe_S",2,"n80",0.8538,0.9956,1,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",80
"myframe_S",2,"n130",0.9382,0.9996,1,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",130
"myframe_S",2,"n215",0.9839,1,1,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",215
"myframe_S",2,"n360",0.9981,1,1,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",360
"myframe_S",2,"n600",0.9999,1,1,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",600
"myframe_S",2,"n1000",1,1,1,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",1000
"myframe_S",3,"n10",0.3989,0.7117,0.8945,0.9729,0.9956,0.9995,1,1,"Parabolic","Model 1","Uni","Parabolic",10
"myframe_S",3,"n15",0.4626,0.7906,0.9415,0.9886,0.9988,0.9999,1,1,"Parabolic","Model 1","Uni","Parabolic",15
"myframe_S",3,"n30",0.6475,0.9393,0.9958,0.9998,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",30
"myframe_S",3,"n45",0.7465,0.9783,0.9994,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",45
"myframe_S",3,"n80",0.8749,0.9982,0.9999,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",80
"myframe_S",3,"n130",0.9496,1,1,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",130
"myframe_S",3,"n215",0.9894,1,1,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",215
"myframe_S",3,"n360",0.9995,1,1,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",360
"myframe_S",3,"n600",1,1,1,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",600
"myframe_S",3,"n1000",1,1,1,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",1000
"myframe_S",4,"n10",0.4135,0.7186,0.8962,0.9721,0.9959,0.9996,1,1,"Parabolic","Model 1","Uni","Parabolic",10
"myframe_S",4,"n15",0.4757,0.7999,0.9461,0.9922,0.9995,1,1,1,"Parabolic","Model 1","Uni","Parabolic",15
"myframe_S",4,"n30",0.6641,0.9451,0.9966,0.9999,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",30
"myframe_S",4,"n45",0.7553,0.9807,0.9998,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",45
"myframe_S",4,"n80",0.8845,0.9981,1,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",80
"myframe_S",4,"n130",0.9521,1,1,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",130
"myframe_S",4,"n215",0.9889,1,1,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",215
"myframe_S",4,"n360",0.9992,1,1,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",360
"myframe_S",4,"n600",1,1,1,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",600
"myframe_S",4,"n1000",1,1,1,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",1000
"myframe_S",5,"n10",0.3519,0.6515,0.8505,0.9517,0.9901,0.9992,1,1,"Parabolic","Model 1","Uni","Parabolic",10
"myframe_S",5,"n15",0.4207,0.7404,0.9169,0.9837,0.9981,1,1,1,"Parabolic","Model 1","Uni","Parabolic",15
"myframe_S",5,"n30",0.5977,0.9158,0.9908,0.9994,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",30
"myframe_S",5,"n45",0.7091,0.9627,0.9986,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",45
"myframe_S",5,"n80",0.8288,0.9947,1,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",80
"myframe_S",5,"n130",0.9227,0.9997,1,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",130
"myframe_S",5,"n215",0.9761,1,1,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",215
"myframe_S",5,"n360",0.9966,1,1,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",360
"myframe_S",5,"n600",0.9999,1,1,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",600
"myframe_S",5,"n1000",1,1,1,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",1000
"myframe_S",6,"n10",0.3541,0.6528,0.8439,0.9513,0.9899,0.9988,1,1,"Parabolic","Model 1","Uni","Parabolic",10
"myframe_S",6,"n15",0.374,0.6753,0.8768,0.9675,0.9947,0.9999,1,1,"Parabolic","Model 1","Uni","Parabolic",15
"myframe_S",6,"n30",0.5449,0.8778,0.9827,0.9989,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",30
"myframe_S",6,"n45",0.64,0.9399,0.9963,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",45
"myframe_S",6,"n80",0.7859,0.9904,1,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",80
"myframe_S",6,"n130",0.8922,0.9993,1,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",130
"myframe_S",6,"n215",0.9649,0.9999,1,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",215
"myframe_S",6,"n360",0.9926,1,1,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",360
"myframe_S",6,"n600",0.9998,1,1,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",600
"myframe_S",6,"n1000",1,1,1,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",1000
"myframe_S",7,"n10",0.2344,0.4564,0.6487,0.7993,0.9013,0.9632,0.9975,1,"Parabolic","Model 1","Uni","Parabolic",10
"myframe_S",7,"n15",0.3729,0.6777,0.8754,0.9686,0.9962,0.9996,1,1,"Parabolic","Model 1","Uni","Parabolic",15
"myframe_S",7,"n30",0.4512,0.7826,0.9461,0.9934,0.9996,1,1,1,"Parabolic","Model 1","Uni","Parabolic",30
"myframe_S",7,"n45",0.6119,0.9197,0.992,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",45
"myframe_S",7,"n80",0.7219,0.9743,0.9995,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",80
"myframe_S",7,"n130",0.8373,0.9961,1,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",130
"myframe_S",7,"n215",0.9268,0.9999,1,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",215
"myframe_S",7,"n360",0.9805,1,1,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",360
"myframe_S",7,"n600",0.9978,1,1,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",600
"myframe_S",7,"n1000",0.9999,1,1,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",1000
"myframe_S",8,"n10",0.2777,0.5188,0.7247,0.8664,0.9481,0.9848,0.9991,0.9998,"Parabolic","Model 1","Uni","Parabolic",10
"myframe_S",8,"n15",0.2744,0.5188,0.7262,0.8682,0.9526,0.9855,0.9996,1,"Parabolic","Model 1","Uni","Parabolic",15
"myframe_S",8,"n30",0.4535,0.7861,0.9487,0.995,0.9999,1,1,1,"Parabolic","Model 1","Uni","Parabolic",30
"myframe_S",8,"n45",0.5223,0.8573,0.9795,0.9985,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",45
"myframe_S",8,"n80",0.6278,0.9335,0.995,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",80
"myframe_S",8,"n130",0.7689,0.9871,1,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",130
"myframe_S",8,"n215",0.8749,0.998,1,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",215
"myframe_S",8,"n360",0.949,1,1,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",360
"myframe_S",8,"n600",0.9899,1,1,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",600
"myframe_S",8,"n1000",0.9992,1,1,1,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",1000
"myframe_S",1,"n10",0.3502,0.6417,0.8376,0.9413,0.9853,0.9987,1,1,"Proportional","Model 1","Uni","Proportional",10
"myframe_S",1,"n15",0.4823,0.8088,0.9559,0.9948,0.9997,1,1,1,"Proportional","Model 1","Uni","Proportional",15
"myframe_S",1,"n30",0.6541,0.9441,0.9976,1,1,1,1,1,"Proportional","Model 1","Uni","Proportional",30
"myframe_S",1,"n45",0.7554,0.98,0.9998,1,1,1,1,1,"Proportional","Model 1","Uni","Proportional",45
"myframe_S",1,"n80",0.8643,0.9979,0.9999,1,1,1,1,1,"Proportional","Model 1","Uni","Proportional",80
"myframe_S",1,"n130",0.9436,0.9999,1,1,1,1,1,1,"Proportional","Model 1","Uni","Proportional",130
"myframe_S",1,"n215",0.9873,1,1,1,1,1,1,1,"Proportional","Model 1","Uni","Proportional",215
"myframe_S",1,"n360",0.9984,1,1,1,1,1,1,1,"Proportional","Model 1","Uni","Proportional",360
"myframe_S",1,"n600",1,1,1,1,1,1,1,1,"Proportional","Model 1","Uni","Proportional",600
"myframe_S",1,"n1000",1,1,1,1,1,1,1,1,"Proportional","Model 1","Uni","Proportional",1000
"myframe_S",1,"n10",0.0164,0.0339,0.049,0.0647,0.0794,0.0951,0.1326,0.1704,"Skewed left","Model 1","Uni","Skewed left",10
"myframe_S",1,"n15",0.0184,0.039,0.06,0.0796,0.1008,0.1236,0.1663,0.2144,"Skewed left","Model 1","Uni","Skewed left",15
"myframe_S",1,"n30",0.0296,0.058,0.0869,0.1154,0.1471,0.1793,0.2415,0.3079,"Skewed left","Model 1","Uni","Skewed left",30
"myframe_S",1,"n45",0.0375,0.0694,0.1089,0.1448,0.1816,0.2205,0.2967,0.3754,"Skewed left","Model 1","Uni","Skewed left",45
"myframe_S",1,"n80",0.0449,0.0923,0.1404,0.187,0.2384,0.2917,0.3899,0.4837,"Skewed left","Model 1","Uni","Skewed left",80
"myframe_S",1,"n130",0.0603,0.1268,0.1864,0.2452,0.3084,0.3721,0.486,0.5931,"Skewed left","Model 1","Uni","Skewed left",130
"myframe_S",1,"n215",0.0805,0.1587,0.234,0.3093,0.3837,0.4573,0.5894,0.6985,"Skewed left","Model 1","Uni","Skewed left",215
"myframe_S",1,"n360",0.0936,0.1963,0.2974,0.394,0.4811,0.5692,0.7022,0.8044,"Skewed left","Model 1","Uni","Skewed left",360
"myframe_S",1,"n600",0.133,0.256,0.3811,0.4925,0.5945,0.6827,0.818,0.891,"Skewed left","Model 1","Uni","Skewed left",600
"myframe_S",1,"n1000",0.174,0.3413,0.4851,0.6115,0.717,0.7972,0.8962,0.9456,"Skewed left","Model 1","Uni","Skewed left",1000
"myframe_S",2,"n10",0.0425,0.0862,0.1286,0.172,0.213,0.2578,0.3452,0.4353,"Skewed left","Model 1","Uni","Skewed left",10
"myframe_S",2,"n15",0.0541,0.1057,0.162,0.2177,0.2698,0.3219,0.4354,0.5443,"Skewed left","Model 1","Uni","Skewed left",15
"myframe_S",2,"n30",0.0786,0.1562,0.2421,0.3167,0.3902,0.4609,0.5999,0.7081,"Skewed left","Model 1","Uni","Skewed left",30
"myframe_S",2,"n45",0.0997,0.2001,0.2894,0.3815,0.4692,0.5493,0.686,0.792,"Skewed left","Model 1","Uni","Skewed left",45
"myframe_S",2,"n80",0.1337,0.2588,0.3855,0.498,0.6005,0.686,0.8153,0.8958,"Skewed left","Model 1","Uni","Skewed left",80
"myframe_S",2,"n130",0.1713,0.3318,0.4714,0.5991,0.7084,0.7965,0.9084,0.9566,"Skewed left","Model 1","Uni","Skewed left",130
"myframe_S",2,"n215",0.2147,0.4126,0.5866,0.7279,0.8288,0.901,0.966,0.9876,"Skewed left","Model 1","Uni","Skewed left",215
"myframe_S",2,"n360",0.279,0.5223,0.7139,0.8406,0.9218,0.9645,0.9915,0.9978,"Skewed left","Model 1","Uni","Skewed left",360
"myframe_S",2,"n600",0.3531,0.6428,0.8301,0.9311,0.9752,0.9912,0.9997,1,"Skewed left","Model 1","Uni","Skewed left",600
"myframe_S",2,"n1000",0.4462,0.7616,0.9229,0.9781,0.9947,0.9989,0.9998,1,"Skewed left","Model 1","Uni","Skewed left",1000
"myframe_S",3,"n10",0.0808,0.1596,0.2363,0.3124,0.3899,0.4639,0.5949,0.7171,"Skewed left","Model 1","Uni","Skewed left",10
"myframe_S",3,"n15",0.0949,0.184,0.2769,0.3726,0.4621,0.5497,0.6956,0.8069,"Skewed left","Model 1","Uni","Skewed left",15
"myframe_S",3,"n30",0.1302,0.2549,0.3687,0.4774,0.5822,0.6752,0.8097,0.8991,"Skewed left","Model 1","Uni","Skewed left",30
"myframe_S",3,"n45",0.1619,0.3164,0.4595,0.5866,0.6962,0.7871,0.9026,0.9549,"Skewed left","Model 1","Uni","Skewed left",45
"myframe_S",3,"n80",0.203,0.3999,0.5707,0.7086,0.8142,0.8915,0.9658,0.9881,"Skewed left","Model 1","Uni","Skewed left",80
"myframe_S",3,"n130",0.2724,0.5115,0.6993,0.8345,0.9143,0.959,0.9908,0.9981,"Skewed left","Model 1","Uni","Skewed left",130
"myframe_S",3,"n215",0.3408,0.613,0.8003,0.919,0.968,0.9878,0.9983,1,"Skewed left","Model 1","Uni","Skewed left",215
"myframe_S",3,"n360",0.4262,0.7385,0.9084,0.9779,0.9947,0.9988,0.9999,1,"Skewed left","Model 1","Uni","Skewed left",360
"myframe_S",3,"n600",0.5348,0.8568,0.9732,0.9972,0.9998,1,1,1,"Skewed left","Model 1","Uni","Skewed left",600
"myframe_S",3,"n1000",0.658,0.9405,0.995,0.9998,1,1,1,1,"Skewed left","Model 1","Uni","Skewed left",1000
"myframe_S",4,"n10",0.097,0.1988,0.2941,0.3842,0.471,0.5562,0.7049,0.824,"Skewed left","Model 1","Uni","Skewed left",10
"myframe_S",4,"n15",0.1302,0.2586,0.3894,0.5063,0.6105,0.7017,0.8421,0.9185,"Skewed left","Model 1","Uni","Skewed left",15
"myframe_S",4,"n30",0.1619,0.33,0.4782,0.6064,0.7208,0.8094,0.9183,0.9628,"Skewed left","Model 1","Uni","Skewed left",30
"myframe_S",4,"n45",0.214,0.4137,0.5823,0.7258,0.8323,0.902,0.9679,0.99,"Skewed left","Model 1","Uni","Skewed left",45
"myframe_S",4,"n80",0.2789,0.5217,0.7083,0.8424,0.9236,0.9637,0.9936,0.9992,"Skewed left","Model 1","Uni","Skewed left",80
"myframe_S",4,"n130",0.3451,0.6335,0.8218,0.9266,0.9743,0.9901,0.9996,1,"Skewed left","Model 1","Uni","Skewed left",130
"myframe_S",4,"n215",0.4481,0.7658,0.9216,0.9789,0.9952,0.999,1,1,"Skewed left","Model 1","Uni","Skewed left",215
"myframe_S",4,"n360",0.5435,0.8712,0.9773,0.9973,0.9998,0.9999,1,1,"Skewed left","Model 1","Uni","Skewed left",360
"myframe_S",4,"n600",0.6711,0.9493,0.9949,0.9997,1,1,1,1,"Skewed left","Model 1","Uni","Skewed left",600
"myframe_S",4,"n1000",0.7863,0.9861,0.9996,1,1,1,1,1,"Skewed left","Model 1","Uni","Skewed left",1000
"myframe_S",5,"n10",0.1321,0.2614,0.3752,0.4905,0.5896,0.6819,0.8407,0.9274,"Skewed left","Model 1","Uni","Skewed left",10
"myframe_S",5,"n15",0.1426,0.2849,0.4121,0.5351,0.6494,0.7452,0.879,0.943,"Skewed left","Model 1","Uni","Skewed left",15
"myframe_S",5,"n30",0.2024,0.3948,0.5632,0.7088,0.824,0.8985,0.9683,0.9901,"Skewed left","Model 1","Uni","Skewed left",30
"myframe_S",5,"n45",0.2556,0.4849,0.6741,0.8076,0.9013,0.9547,0.9895,0.9986,"Skewed left","Model 1","Uni","Skewed left",45
"myframe_S",5,"n80",0.3288,0.6095,0.8004,0.9121,0.9686,0.9895,0.9992,1,"Skewed left","Model 1","Uni","Skewed left",80
"myframe_S",5,"n130",0.4214,0.7414,0.9106,0.9768,0.9949,0.9992,1,1,"Skewed left","Model 1","Uni","Skewed left",130
"myframe_S",5,"n215",0.5218,0.8416,0.9676,0.9959,0.9998,0.9999,1,1,"Skewed left","Model 1","Uni","Skewed left",215
"myframe_S",5,"n360",0.6325,0.9391,0.9937,0.9998,1,1,1,1,"Skewed left","Model 1","Uni","Skewed left",360
"myframe_S",5,"n600",0.7654,0.9829,0.9992,1,1,1,1,1,"Skewed left","Model 1","Uni","Skewed left",600
"myframe_S",5,"n1000",0.8782,0.9972,1,1,1,1,1,1,"Skewed left","Model 1","Uni","Skewed left",1000
"myframe_S",6,"n10",0.1248,0.2493,0.3641,0.4723,0.5774,0.6721,0.8296,0.9156,"Skewed left","Model 1","Uni","Skewed left",10
"myframe_S",6,"n15",0.1737,0.3368,0.4912,0.6264,0.7465,0.8469,0.9551,0.9904,"Skewed left","Model 1","Uni","Skewed left",15
"myframe_S",6,"n30",0.2235,0.439,0.6253,0.7724,0.8742,0.9372,0.9875,0.999,"Skewed left","Model 1","Uni","Skewed left",30
"myframe_S",6,"n45",0.2935,0.5463,0.7474,0.8717,0.9471,0.9806,0.9983,1,"Skewed left","Model 1","Uni","Skewed left",45
"myframe_S",6,"n80",0.3984,0.7103,0.8962,0.9721,0.9931,0.9988,1,1,"Skewed left","Model 1","Uni","Skewed left",80
"myframe_S",6,"n130",0.4784,0.8085,0.9531,0.9922,0.9993,1,1,1,"Skewed left","Model 1","Uni","Skewed left",130
"myframe_S",6,"n215",0.6042,0.9131,0.9908,0.9997,1,1,1,1,"Skewed left","Model 1","Uni","Skewed left",215
"myframe_S",6,"n360",0.7379,0.9754,0.9994,1,1,1,1,1,"Skewed left","Model 1","Uni","Skewed left",360
"myframe_S",6,"n600",0.8526,0.9963,1,1,1,1,1,1,"Skewed left","Model 1","Uni","Skewed left",600
"myframe_S",6,"n1000",0.9398,0.9999,1,1,1,1,1,1,"Skewed left","Model 1","Uni","Skewed left",1000
"myframe_S",7,"n10",0.1776,0.3366,0.4842,0.6146,0.7236,0.8187,0.9359,0.9771,"Skewed left","Model 1","Uni","Skewed left",10
"myframe_S",7,"n15",0.2446,0.4678,0.6602,0.8059,0.9076,0.9683,0.9981,0.9999,"Skewed left","Model 1","Uni","Skewed left",15
"myframe_S",7,"n30",0.2911,0.5457,0.7449,0.8838,0.96,0.9914,0.9999,1,"Skewed left","Model 1","Uni","Skewed left",30
"myframe_S",7,"n45",0.3827,0.6925,0.8798,0.9674,0.9942,0.9998,1,1,"Skewed left","Model 1","Uni","Skewed left",45
"myframe_S",7,"n80",0.4992,0.8202,0.9623,0.9951,0.9997,1,1,1,"Skewed left","Model 1","Uni","Skewed left",80
"myframe_S",7,"n130",0.6106,0.9169,0.9915,0.9999,1,1,1,1,"Skewed left","Model 1","Uni","Skewed left",130
"myframe_S",7,"n215",0.7268,0.9708,0.9993,1,1,1,1,1,"Skewed left","Model 1","Uni","Skewed left",215
"myframe_S",7,"n360",0.8405,0.9951,1,1,1,1,1,1,"Skewed left","Model 1","Uni","Skewed left",360
"myframe_S",7,"n600",0.9293,0.9999,1,1,1,1,1,1,"Skewed left","Model 1","Uni","Skewed left",600
"myframe_S",7,"n1000",0.9814,1,1,1,1,1,1,1,"Skewed left","Model 1","Uni","Skewed left",1000
"myframe_S",8,"n10",0.2304,0.4461,0.6303,0.7798,0.8882,0.9552,0.9971,0.9993,"Skewed left","Model 1","Uni","Skewed left",10
"myframe_S",8,"n15",0.2473,0.4779,0.6647,0.8199,0.9146,0.9678,0.999,1,"Skewed left","Model 1","Uni","Skewed left",15
"myframe_S",8,"n30",0.4122,0.7279,0.9128,0.983,0.998,1,1,1,"Skewed left","Model 1","Uni","Skewed left",30
"myframe_S",8,"n45",0.4842,0.8174,0.9615,0.9961,0.9998,1,1,1,"Skewed left","Model 1","Uni","Skewed left",45
"myframe_S",8,"n80",0.5887,0.9053,0.9925,0.9999,1,1,1,1,"Skewed left","Model 1","Uni","Skewed left",80
"myframe_S",8,"n130",0.7397,0.9777,0.9999,1,1,1,1,1,"Skewed left","Model 1","Uni","Skewed left",130
"myframe_S",8,"n215",0.8519,0.9964,1,1,1,1,1,1,"Skewed left","Model 1","Uni","Skewed left",215
"myframe_S",8,"n360",0.9376,0.9997,1,1,1,1,1,1,"Skewed left","Model 1","Uni","Skewed left",360
"myframe_S",8,"n600",0.9836,1,1,1,1,1,1,1,"Skewed left","Model 1","Uni","Skewed left",600
"myframe_S",8,"n1000",0.9982,1,1,1,1,1,1,1,"Skewed left","Model 1","Uni","Skewed left",1000
"myframe_S",1,"n10",0.1202,0.2395,0.3572,0.4709,0.5777,0.6668,0.7755,0.8259,"Skewed right","Model 1","Uni","Skewed right",10
"myframe_S",1,"n15",0.1489,0.294,0.4322,0.5611,0.6662,0.746,0.8316,0.8731,"Skewed right","Model 1","Uni","Skewed right",15
"myframe_S",1,"n30",0.2136,0.4163,0.5928,0.726,0.8198,0.876,0.928,0.9531,"Skewed right","Model 1","Uni","Skewed right",30
"myframe_S",1,"n45",0.2567,0.4899,0.6799,0.8118,0.8831,0.9226,0.9589,0.9775,"Skewed right","Model 1","Uni","Skewed right",45
"myframe_S",1,"n80",0.3534,0.6361,0.8244,0.9176,0.9594,0.9774,0.993,0.9982,"Skewed right","Model 1","Uni","Skewed right",80
"myframe_S",1,"n130",0.4357,0.7487,0.9095,0.9698,0.9883,0.995,0.9991,0.9999,"Skewed right","Model 1","Uni","Skewed right",130
"myframe_S",1,"n215",0.5359,0.8578,0.966,0.9923,0.9981,0.9993,1,1,"Skewed right","Model 1","Uni","Skewed right",215
"myframe_S",1,"n360",0.661,0.9451,0.9929,0.9989,0.9999,1,1,1,"Skewed right","Model 1","Uni","Skewed right",360
"myframe_S",1,"n600",0.7804,0.987,0.9994,1,1,1,1,1,"Skewed right","Model 1","Uni","Skewed right",600
"myframe_S",1,"n1000",0.8932,0.9982,1,1,1,1,1,1,"Skewed right","Model 1","Uni","Skewed right",1000
"myframe_S",2,"n10",0.2462,0.4645,0.6487,0.7771,0.86,0.9088,0.9507,0.9711,"Skewed right","Model 1","Uni","Skewed right",10
"myframe_S",2,"n15",0.3124,0.5721,0.7642,0.8761,0.9284,0.9602,0.9809,0.9906,"Skewed right","Model 1","Uni","Skewed right",15
"myframe_S",2,"n30",0.4357,0.7438,0.9025,0.9624,0.9843,0.9932,0.9993,0.9997,"Skewed right","Model 1","Uni","Skewed right",30
"myframe_S",2,"n45",0.5115,0.8285,0.9507,0.9851,0.9949,0.9988,0.9999,1,"Skewed right","Model 1","Uni","Skewed right",45
"myframe_S",2,"n80",0.6508,0.9326,0.9914,0.9982,0.9998,1,1,1,"Skewed right","Model 1","Uni","Skewed right",80
"myframe_S",2,"n130",0.7696,0.9779,0.9988,0.9998,1,1,1,1,"Skewed right","Model 1","Uni","Skewed right",130
"myframe_S",2,"n215",0.8687,0.9958,1,1,1,1,1,1,"Skewed right","Model 1","Uni","Skewed right",215
"myframe_S",2,"n360",0.9544,0.9996,1,1,1,1,1,1,"Skewed right","Model 1","Uni","Skewed right",360
"myframe_S",2,"n600",0.9883,1,1,1,1,1,1,1,"Skewed right","Model 1","Uni","Skewed right",600
"myframe_S",2,"n1000",0.999,1,1,1,1,1,1,1,"Skewed right","Model 1","Uni","Skewed right",1000
"myframe_S",3,"n10",0.3931,0.6984,0.8715,0.9552,0.9852,0.9947,0.9992,0.9997,"Skewed right","Model 1","Uni","Skewed right",10
"myframe_S",3,"n15",0.4919,0.8105,0.944,0.9876,0.9975,0.9996,0.9999,1,"Skewed right","Model 1","Uni","Skewed right",15
"myframe_S",3,"n30",0.6131,0.9151,0.9883,0.9995,0.9999,1,1,1,"Skewed right","Model 1","Uni","Skewed right",30
"myframe_S",3,"n45",0.7189,0.9697,0.9981,1,1,1,1,1,"Skewed right","Model 1","Uni","Skewed right",45
"myframe_S",3,"n80",0.8445,0.996,0.9998,1,1,1,1,1,"Skewed right","Model 1","Uni","Skewed right",80
"myframe_S",3,"n130",0.9303,0.9995,1,1,1,1,1,1,"Skewed right","Model 1","Uni","Skewed right",130
